row_id,OBJECTID,AADT,AADT_YEAR,CARTO_CLASS,FLOW_DIRECTION,FROM_LEFT_ADDRESS,FROM_RIGHT_ADDRESS,FROM_STREET,LANES,OWNERSHIP,ROADSEGMENTID,SOURCE,SOURCE_DATE,SPEED_LIMIT,STREET,SUBCATEGORY,TO_LEFT_ADDRESS,TO_RIGHT_ADDRESS,TO_STREET,Shape__Length
1396,55914,17504,2015,ARTERIAL,TWOWAY,367,368,PATTANDON AVE,4,REG,10877,REG PLAN 733,2003-04-22T00:00:00.000000,50,OTTAWA ST S,MAJOR,419,406,HOFFMAN ST,211.71276114399
1397,55915,20877,2015,ARTERIAL,TWOWAY,54,11,QUEENS BLVD,5,REG,21000,REG PLAN 786,2003-04-22T00:00:00.000000,50,WESTMOUNT RD E,MAJOR,54,67,GATEWOOD RD,188.056028918884
1398,55916,10296,2021,ARTERIAL,TWOWAY,581,558,SELKIRK DR,2,KIT,10815,REG PLAN 1335,2002-08-13T00:00:00.000000,40,STRASBURG RD,MAJOR,593,596,BLACKHORNE DR,192.7267428306
1399,55917,25524,2015,ARTERIAL,TWOWAY,2933,2934,KINGSBURY DR,5,REG,12119,REG PLAN 589,2003-04-22T00:00:00.000000,50,KING ST E,MAJOR,2933,2934,MORGAN AVE,41.9558311142296
1400,55918,10231,2021,ARTERIAL,TWOWAY,515,518,BARWOOD CRES,2,KIT,10834,REG PLAN 1335,2002-08-13T00:00:00.000000,40,STRASBURG RD,MAJOR,551,556,SELKIRK DR,187.137067240735
1401,55923,750,2003,LOCAL STREET,TWOWAY,112,115,MICHENER CRT,2,KIT,22542,REG PLAN 1628,2003-12-18T00:00:00.000000,40,MICHENER CRES,LOCAL,136,127,SPRINGMOUNT DR,101.466061746058
1402,55925,430,1999,LOCAL STREET,TWOWAY,5,20,LANCASTER ST W,2,KIT,13068,58R-6787,2003-02-10T00:00:00.000000,40,LANG CRES,LOCAL,43,46,HORIZON CRT,334.506388791813
1403,55926,1845,2004,COLLECTOR,TWOWAY,209,210,FALL HARVEST DR,2,KIT,40222,58M-84,2003-04-22T00:00:00.000000,40,DEER RIDGE DR,MINOR,217,260,DEER RIDGE DR,102.002302449808
1404,55927,4029,2022,COLLECTOR,TWOWAY,93,98,WINIFRED ST,2,KIT,40220,58M-90,2003-04-22T00:00:00.000000,40,DEER RIDGE DR,MINOR,117,126,MASTER CRT,148.243234025305
1405,55928,13784,2015,ARTERIAL,TWOWAY,102,93,PETER ST,2,REG,6647,REG PLAN 409,2003-04-22T00:00:00.000000,50,COURTLAND AVE E,MAJOR,146,147,CEDAR ST S,201.694025982192
1406,55929,10631,2015,ARTERIAL,TWOWAY,72,75,HEBEL PL,2,REG,11293,REG PLAN 409,2003-04-22T00:00:00.000000,50,COURTLAND AVE E,MAJOR,96,87,PETER ST,114.991110753385
1407,55930,12404,2015,ARTERIAL,TWOWAY,22,19,CLEMENS LANE,3,REG,9180,REG PLAN 397,2003-04-22T00:00:00.000000,50,COURTLAND AVE E,MAJOR,38,25,BENTON ST,70.3162208687527
1408,55934,7475,2023,COLLECTOR,TWOWAY,283,280,DOMINION ST,2,KIT,8854,REG PLAN 387,2003-04-22T00:00:00.000000,40,PARK ST,MINOR,341,350,STRANGE ST,276.217575355665
1409,55935,5046,2022,ARTERIAL,TWOWAY,73,72,ONTARIO ST S,2,KIT,6698,REG PLAN 380,2003-04-22T00:00:00.000000,40,KING ST W,MAJOR,165,150,YOUNG ST,161.055174708614
1410,55936,8742,2022,ARTERIAL,TWOWAY,164,155,ROSEMOUNT DR,3,KIT,15745,REG PLAN 937,2003-04-22T00:00:00.000000,50,RIVER RD E,MAJOR,238,229,ISLINGTON AVE,291.764296112879
1411,55937,450,2003,LOCAL STREET,TWOWAY,12,7,ROSEMOUNT DR,2,KIT,15747,REG PLAN 937,2003-04-22T00:00:00.000000,40,ELKINGTON DR,LOCAL,104,111,ROSEMOUNT DR,361.266916051883
1412,55938,125,2022,LOCAL STREET,TWOWAY,8,11,BURLINGTON DR,2,KIT,15884,REG PLAN 928,2003-04-22T00:00:00.000000,40,TANGLEWOOD AVE,LOCAL,98,99,MANCHESTER RD,311.73100994708
1413,55939,300,2003,LOCAL STREET,TWOWAY,2,3,PIONEER TOWER RD,2,KIT,40369,58R-7082,2003-04-22T00:00:00.000000,40,MAPLE MANOR CRT,LOCAL,6,7,DIRKSEN CRT,86.5991792531445
1414,55940,200,1997,LOCAL STREET,TWOWAY,15,20,OLD HURON CRT,2,KIT,40127,REG PLAN 1721,2003-04-22T00:00:00.000000,40,OLD HURON CRT,LOCAL,89,98,OLD HURON CRT,252.516103184654
1415,55941,300,2003,LOCAL STREET,TWOWAY,38,43,SPRINGMOUNT PL,2,KIT,22979,REG PLAN 1628,2003-05-30T00:00:00.000000,40,SPRINGMOUNT DR,LOCAL,48,43,MICHENER CRES,84.1960286483849
1416,55942,450,2003,LOCAL STREET,TWOWAY,2,7,VICTORIA ST N,2,KIT,10332,REG PLAN 769,2003-04-22T00:00:00.000000,40,FORFAR AVE,LOCAL,2,7,ROTHSAY AVE,134.277818722086
1417,55944,2023,2007,COLLECTOR,TWOWAY,264,265,LITTLEFIELD CRES,2,KIT,9194,REG PLAN 1466,2002-08-13T00:00:00.000000,40,WILLIAMSBURG RD,MINOR,264,265,WESTMOUNT RD E,68.5962810367671
1418,55947,500,2007,LOCAL STREET,TWOWAY,901,910,PEBBLECREEK DR,2,KIT,600063,30T-97015,2003-04-22T00:00:00.000000,40,PEBBLECREEK CRT,LOCAL,921,922,FEENSTRA ST,93.1194052100206
1419,55949,500,2003,LOCAL STREET,TWOWAY,116,107,QUEENSTON CRES,2,KIT,15094,REG PLAN 1178,2003-04-22T00:00:00.000000,40,QUEENSTON DR,LOCAL,116,115,KINGSTON CRES,53.0463305041912
1420,55952,400,2009,LOCAL STREET,TWOWAY,41,40,WOODFIELD CRT,2,KIT,600235,58M-262,2002-06-06T00:00:00.000000,40,WOODFIELD ST,LOCAL,77,84,OAKDALE CRT,185.292111788765
1421,55954,800,2003,LOCAL STREET,TWOWAY,59,64,DELAWARE AVE,2,KIT,20935,REG PLAN 670,2003-04-22T00:00:00.000000,40,LORNE CRES,LOCAL,121,156,SENECA DR,273.715601925518
1422,55955,500,2003,LOCAL STREET,TWOWAY,138,127,KENWOOD DR,2,KIT,9929,REG PLAN 884,2003-12-18T00:00:00.000000,40,WEDGEWOOD DR,LOCAL,144,137,LYNDHURST DR,94.6951532319571
1423,55956,200,2009,LOCAL STREET,TWOWAY,4,5,WESTCHESTER DR,2,KIT,15958,REG PLAN 1403,2003-04-22T00:00:00.000000,40,DERBY LANE,LOCAL,52,47,WESTCHESTER DR,213.732455218111
1424,55958,1967,2024,COLLECTOR,TWOWAY,274,261,NETHERWOOD CRES,2,KIT,601469,58M-488,2003-10-31T00:00:00.000000,40,THOMAS SLEE DR,MINOR,302,301,NETHERWOOD CRES,171.210026793992
1425,55962,2336,2020,COLLECTOR,TWOWAY,344,337,DOON SOUTH DR,2,KIT,601686,58M-359,2005-07-14T00:00:00.000000,40,THOMAS SLEE DR,MINOR,464,461,GEORGE AYRES DR,369.999976645132
1426,55966,358,2021,LOCAL STREET,TWOWAY,4,11,DUKE ST W,2,KIT,8822,REG PLAN 155,2003-04-22T00:00:00.000000,40,WILHELM ST,LOCAL,30,31,WEBER ST W,151.808133991178
1427,55967,500,2009,LOCAL STREET,TWOWAY,33,34,DENLOW ST,2,KIT,15158,REG PLAN 1403,2003-04-22T00:00:00.000000,40,WESTCHESTER DR,LOCAL,45,40,DERBY LANE,95.195790111581
1428,55970,5565,2009,COLLECTOR,TWOWAY,144,153,MONTCALM DR,2,KIT,15904,REG PLAN 1178,2003-04-22T00:00:00.000000,40,LORRAINE AVE,MINOR,144,165,CONFEDERATION DR,107.7512143349
1429,55971,1808,2023,COLLECTOR,TWOWAY,350,343,STANMORE AVE,2,KIT,15946,REG PLAN 1718,2003-04-22T00:00:00.000000,40,KEEWATIN AVE,MINOR,358,349,DENLOW ST,90.50888116666
1430,55972,1123,2004,LOCAL STREET,TWOWAY,24,19,CHAMPLAIN CRES,2,KIT,15929,REG PLAN 1203,2003-04-22T00:00:00.000000,40,CONFEDERATION DR,LOCAL,24,39,AMBER DR,135.826667906339
1431,55973,3423,2022,COLLECTOR,TWOWAY,200,235,BELMONT AVE W,2,KIT,1257,REG PLAN 402,2003-04-22T00:00:00.000000,40,GAGE AVE,MINOR,428,427,WESTMOUNT RD W,760.428322277532
1432,55975,531,2020,LOCAL STREET,TWOWAY,651,650,GLASGOW ST,2,KIT,1328,REG PLAN 350,2003-04-22T00:00:00.000000,40,DUNBAR RD,LOCAL,675,680,CLAREMONT AVE,175.293075038177
1433,55976,8428,2023,COLLECTOR,TWOWAY,85,80,YORK ST,2,KIT,1649,REG PLAN 203,2003-04-22T00:00:00.000000,40,UNION BLVD,MINOR,109,98,ESSON ST,113.599787848766
1434,55977,800,2003,LOCAL STREET,TWOWAY,65,80,RIPLEY CRES,2,KIT,20817,REG PLAN 1384,2003-04-22T00:00:00.000000,40,TRAILVIEW DR,LOCAL,127,126,BLACKWELL DR,251.544163277426
1435,55978,3659,2007,COLLECTOR,TWOWAY,4,7,OTTAWA ST N,2,KIT,23217,REG PLAN 1202,2003-12-18T00:00:00.000000,40,OLD CHICOPEE DR,MINOR,40,23,HOLBORN DR,192.215538502268
1436,55979,1099,2023,LOCAL STREET,TWOWAY,122,125,MCGEE AVE,2,KIT,23179,REG PLAN 1178,2003-04-22T00:00:00.000000,30,INDIAN RD,LOCAL,168,125,QUEENSTON DR,246.070640139277
1437,55984,347,2023,LOCAL STREET,TWOWAY,3,18,JOSEPH ST,2,KIT,5864,BY-LAW 2003-238,2004-02-02T00:00:00.000000,40,HEINS AVE,LOCAL,73,86,JUBILEE DR,313.607344454758
1438,55986,5000,2009,ARTERIAL,TWOWAY,180,195,HOHNER AVE,2,KIT,6809,REG PLAN 159,2003-04-22T00:00:00.000000,40,LANCASTER ST E,MAJOR,198,201,BRUBACHER ST,94.9998096872293
1439,55987,800,2003,LOCAL STREET,TWOWAY,6,7,PIONEER DR,2,KIT,22020,REG PLAN 1404,2004-02-09T00:00:00.000000,40,VINTAGE CRES,LOCAL,144,147,PIONEER DR,472.02005749548
1440,55988,200,2003,LOCAL STREET,TWOWAY,3,6,STANLEY AVE,2,KIT,10469,REG PLAN 1773,2003-06-25T00:00:00.000000,40,MARISA ST,LOCAL,83,86,INGE CRT,199.914418787849
1441,55994,5161,2021,COLLECTOR,TWOWAY,179,178,BUERKLE CRT,2,KIT,600268,58M-226,2004-02-09T00:00:00.000000,40,DOON MILLS DR,MINOR,187,206,WATERFORD CRT,126.005631179056
1442,55996,450,2012,COLLECTOR,TWOWAY,248,253,TINATAWA CRT,2,KIT,22216,REG PLAN 1447,2003-05-30T00:00:00.000000,40,GRAND RIVER BLVD,MINOR,280,287,CHEROKEE CRT,204.817972926792
1443,55999,5578,2008,COLLECTOR,TWOWAY,396,399,MAJOR ST,2,KIT,7043,REG PLAN 378,2003-04-22T00:00:00.000000,50,WELLINGTON ST N,MINOR,426,419,LANCASTER ST W,112.246842315581
1444,56001,2150,2023,LOCAL STREET,TWOWAY,14,19,ELIZA AVE,2,KIT,601745,30T-05201,2007-03-23T00:00:00.000000,40,ISAIAH DR,LOCAL,26,35,GRAVEL RIDGE TRAIL,79.9494374058004
1445,56007,500,2005,LOCAL STREET,TWOWAY,123,122,COMMONWEALTH CRES,2,KIT,601322,58M-416,2004-11-09T00:00:00.000000,40,COMMONWEALTH ST,LOCAL,129,128,MAX BECKER DR,80.5706678754388
1446,56009,1500,2003,LOCAL STREET,TWOWAY,144,135,TUPPER CRES,2,KIT,15933,REG PLAN 1203,2003-04-22T00:00:00.000000,40,CONFEDERATION DR,LOCAL,144,149,LORRAINE AVE,187.024205967234
1447,56010,1917,2024,COLLECTOR,TWOWAY,91,94,JADESTONE CRT,2,KIT,15178,REG PLAN 1607,2003-04-22T00:00:00.000000,40,OLDFIELD DR,MINOR,131,118,DRUMOAK PL,229.247644408434
1448,56013,2954,2007,COLLECTOR,TWOWAY,5,8,KING ST W,2,KIT,40013,REG PLAN 377,2003-04-22T00:00:00.000000,40,WELLINGTON ST S,MAJOR,77,22,WALTER ST,121.245897223731
1449,56017,500,2007,LOCAL STREET,TWOWAY,6,7,VALLEYVIEW RD,2,KIT,602090,REG PLAN 1613 and 58M-442,2002-08-13T00:00:00.000000,40,WINDALE CRES,LOCAL,172,185,HOWE DR,548.022325077094
1450,56020,500,2003,LOCAL STREET,TWOWAY,330,329,FRANKLIN ST S,2,KIT,9997,REG PLAN 254,2002-08-13T00:00:00.000000,40,GREENFIELD AVE,LOCAL,330,343,EIGHTH AVE,100.663822971907
1451,56021,761,2001,LOCAL STREET,TWOWAY,410,411,CARROL ST,2,KIT,10953,REG PLAN 254,2002-08-13T00:00:00.000000,40,GREENFIELD AVE,LOCAL,434,431,WOODHAVEN RD,90.3930231159908
1452,56023,782,2022,COLLECTOR,TWOWAY,223,230,HUNTINGTON PL,2,KIT,20506,REG PLAN 1273,2003-04-22T00:00:00.000000,40,WESTWOOD DR,MINOR,291,284,GALLARNO CRT,276.438408824564
1453,56026,450,2003,LOCAL STREET,TWOWAY,147,136,GENERAL PL,2,KIT,40287,REG PLAN 1733,2003-02-10T00:00:00.000000,40,GENERAL DR,LOCAL,223,222,GENERAL DR,286.693006866647
1454,56028,500,2004,LOCAL STREET,TWOWAY,285,288,VENTURIN ST,2,KIT,600302,58M-331,2004-10-07T00:00:00.000000,40,COLTON CIR,LOCAL,341,340,COLTON CIR,181.671231703563
1455,56032,7030,2007,ARTERIAL,TWOWAY,174,155,SPADINA RD E,2,KIT,6723,REG PLAN 289,2003-04-22T00:00:00.000000,40,HIGHLAND RD E,MAJOR,198,195,DELAWARE AVE,142.810200889741
1456,56033,10346,2021,ARTERIAL,TWOWAY,110,57,RUBY ST,2,KIT,6433,REG PLAN 670,2003-04-22T00:00:00.000000,40,HIGHLAND RD E,MAJOR,140,125,SPADINA RD E,292.022017245258
1457,56037,19672,2015,ARTERIAL,TWOWAY,537,544,LANG CRES,2,REG,13089,REG PLAN 577,2003-02-10T00:00:00.000000,50,LANCASTER ST W,MAJOR,555,560,GENERAL DR,156.17361790341
1458,56038,21661,2015,ARTERIAL,TWOWAY,723,730,ANDREW ST,3,REG,11061,REG PLAN 9,2003-04-22T00:00:00.000000,50,KING ST W,MAJOR,825,824,GREEN ST,347.594467593104
1459,56041,12678,2015,ARTERIAL,TWOWAY,193,200,GUELPH ST,2,REG,10483,REG PLAN 318,2003-04-22T00:00:00.000000,50,LANCASTER ST W,MAJOR,255,248,ARNOLD ST,252.743169196543
1460,56046,1222,2019,COLLECTOR,TWOWAY,2,55,WESTHEIGHTS DR,2,KIT,9524,REG PLAN 1419,2003-04-22T00:00:00.000000,40,DRIFTWOOD DR,MINOR,60,99,ROYAL ORCHARD DR,319.727983447335
1461,56047,300,2003,LOCAL STREET,TWOWAY,23,2,GREY FOX DR,2,KIT,25337,REG PLAN 1822,2002-08-13T00:00:00.000000,40,ORCHID CRES,LOCAL,73,88,GREY FOX DR,369.839722583887
1462,56053,3580,2023,ARTERIAL,TWOWAY,64,61,MANSION ST,2,KIT,11133,REG PLAN 44,2003-04-22T00:00:00.000000,40,LANCASTER ST E,MAJOR,86,99,CLARENCE PL,179.664041209088
1463,56055,350,2003,LOCAL STREET,TWOWAY,3,4,CHOPIN DR,2,KIT,1290,REG PLAN 1257,2003-04-22T00:00:00.000000,40,MARKWOOD DR,LOCAL,19,16,ROSSFORD CRES,103.182455225955
1464,56056,1500,2003,COLLECTOR,TWOWAY,321,320,GROH DR,2,KIT,21515,58R-12152,2004-02-09T00:00:00.000000,40,DODGE DR,MINOR,321,362,NEW DUNDEE RD,510.818499322117
1465,56057,316,2023,LOCAL STREET,FROMTO,9,4,JUBILEE DR,1,KIT,5877,BY-LAW 2003-238,2004-02-02T00:00:00.000000,40,THERESA ST,LOCAL,51,58,VICTORIA ST S,272.584269860703
1466,56058,985,2022,LOCAL STREET,TWOWAY,15,6,QUEEN ST S,2,KIT,9167,REG PLAN 58,2003-04-22T00:00:00.000000,40,SCHNEIDER AVE,LOCAL,39,30,DAVID ST,157.401408870487
1467,56059,50,2013,LOCAL STREET,TWOWAY,3,8,ROBERT FERRIE DR,2,KIT,602339,58M-528,2011-11-25T00:00:00.000000,40,WETLAND WAY,LOCAL,51,20,BLAIR CREEK DR,194.802550821254
1468,56060,400,2003,LOCAL STREET,TWOWAY,8,7,JACKSON AVE,2,KIT,10016,REG PLAN 651,2003-04-22T00:00:00.000000,40,CLIFFORD RD,LOCAL,8,7,END,62.9378279822655
1469,56061,3400,2003,COLLECTOR,TWOWAY,238,233,MASSEY AVE,2,KIT,22938,REG PLAN 923,2002-08-13T00:00:00.000000,40,VANIER DR,MINOR,244,245,KIPLING AVE,111.627086744315
1470,56062,2446,2021,COLLECTOR,TWOWAY,154,153,ERIE AVE,2,KIT,22959,REG PLAN 923,2002-08-13T00:00:00.000000,40,VANIER DR,MINOR,220,229,MASSEY AVE,224.4964207063
1471,56065,3510,2023,COLLECTOR,TWOWAY,220,211,RUTHERFORD DR,2,KIT,22949,REG PLAN 742,2003-05-30T00:00:00.000000,40,KINZIE AVE,MINOR,224,231,THALER AVE,140.559233418724
1472,56067,750,2003,LOCAL STREET,TWOWAY,96,95,DEKAY ST,2,KIT,8874,REG PLAN 376,2003-04-22T00:00:00.000000,40,SHANLEY ST,LOCAL,106,109,WATERLOO ST,85.7623797824172
1473,56070,150,2003,LOCAL STREET,TWOWAY,2,7,DEER RIDGE DR,2,KIT,40231,58M-87,2003-04-22T00:00:00.000000,40,PIONEER TOWER CRES,LOCAL,22,23,DEER RIDGE CRES,133.532236766626
1474,56072,1140,2021,COLLECTOR,TWOWAY,563,558,TILLSLEY DR,2,KIT,25748,REG PLAN 1819,2002-08-13T00:00:00.000000,40,ERINBROOK DR,MINOR,593,578,DUNEDIN CRT,139.25525568445
1475,56073,250,2009,LOCAL STREET,TWOWAY,86,91,PETER ST,2,KIT,11328,REG PLAN 252,2003-04-22T00:00:00.000000,40,WHITNEY PL,LOCAL,126,141,CEDAR ST S,216.968083150315
1476,56080,4000,2000,COLLECTOR,TWOWAY,74,65,TROY ST,2,KIT,6829,REG PLAN 414,2003-04-22T00:00:00.000000,40,KRUG ST,MAJOR,94,77,SAMUEL ST,99.7259068648644
1477,56081,5402,2022,ARTERIAL,TWOWAY,1425,1398,SILVERSPRING CRES,3,KIT,6187,REG PLAN 1196,2003-04-22T00:00:00.000000,40,QUEENS BLVD,MAJOR,1425,1430,EAGEN DR,179.390799738419
1478,56083,8438,2022,COLLECTOR,TWOWAY,868,883,BECHTEL DR,2,KIT,22728,REG PLAN 1455,2004-02-09T00:00:00.000000,40,DOON VILLAGE RD,MINOR,900,907,ANVIL ST,204.614030924389
1479,56084,31972,2015,ARTERIAL,TWOWAY,1486,1475,LACKNER BLVD,5,REG,10242,REG PLAN 753,2003-04-22T00:00:00.000000,70,VICTORIA ST N,MAJOR,1560,1561,FORWELL RD,391.162946722094
1480,56086,858,2010,COLLECTOR,TWOWAY,1150,1151,OREGON DR,2,KIT,22078,58R-13325 DOON MILLS DR EXTENSION,2004-04-01T00:00:00.000000,40,DOON VILLAGE RD,MINOR,1200,1193,WILFONG DR,185.894390649232
1481,56087,509,2022,COLLECTOR,TWOWAY,1210,1209,WILFONG DR,2,KIT,22076,58R-13325 DOON MILLS DR EXTENSION,2004-04-01T00:00:00.000000,40,DOON VILLAGE RD,MINOR,1314,1317,DOON SOUTH DR,472.482233509484
1482,56089,300,2003,LOCAL STREET,TWOWAY,20,17,PINEDALE DR,2,KIT,6414,REG PLAN 1240,2002-08-13T00:00:00.000000,40,HILLSBOROUGH CRES,LOCAL,110,115,PINEDALE DR,325.590609909104
1483,56093,20398,2015,ARTERIAL,TWOWAY,403,370,BUTLER LANE,5,REG,20994,MCP 1004,2003-04-22T00:00:00.000000,50,HIGHLAND RD W,MAJOR,465,470,WESTMOUNT RD W,298.897610690435
1484,56094,21748,2015,ARTERIAL,TWOWAY,359,354,LAWRENCE AVE,4,REG,20964,REG PLAN 882,2003-04-22T00:00:00.000000,50,HIGHLAND RD W,MAJOR,367,370,BUTLER LANE,115.480326139427
1485,56097,513,2022,COLLECTOR,TWOWAY,25,18,WEXFORD CRES,2,KIT,20796,REG PLAN 1481,2003-04-22T00:00:00.000000,40,STOKE DR,MINOR,97,106,WEXFORD CRES,348.950622553078
1486,56099,24140,2015,ARTERIAL,TWOWAY,660,685,OTTAWA ST S,6,REG,21754,REG PLAN 1322,2002-08-13T00:00:00.000000,50,FISCHER HALLMAN RD,MAJOR,710,715,ACTIVA AVE,434.869542809877
1487,56101,325,2009,LOCAL STREET,TWOWAY,3,10,WESTWOOD DR,2,KIT,8732,REG PLAN 1198,2003-04-22T00:00:00.000000,40,WESTWOOD CRES,LOCAL,89,86,WESTWOOD DR,382.424289294965
1488,56103,500,2003,LOCAL STREET,TWOWAY,12,5,MONTCALM DR,2,KIT,15924,REG PLAN 1178,2003-04-22T00:00:00.000000,40,QUEENSTON DR,LOCAL,50,57,QUEENSTON CRES,203.436299627964
1489,56105,1671,2023,LOCAL STREET,TWOWAY,146,143,FALESY AVE,2,KIT,13137,REG PLAN 1040,2003-04-22T00:00:00.000000,40,FERGUS AVE,LOCAL,188,193,CLOVER PL,197.141470164886
1490,56106,3290,2023,COLLECTOR,TWOWAY,45,44,KIPLING AVE,2,KIT,9405,REG PLAN 695,2002-08-13T00:00:00.000000,40,WALTON AVE,MINOR,45,64,COURTLAND AVE E,125.009938815373
1491,56107,924,2019,LOCAL STREET,TWOWAY,140,141,WALTON AVE,2,KIT,9409,REG PLAN 695,2002-08-13T00:00:00.000000,40,KIPLING AVE,LOCAL,166,161,HIGHPARK AVE,154.787359286846
1492,56108,985,2022,LOCAL STREET,TWOWAY,117,120,SHERWOOD AVE,2,KIT,15899,REG PLAN 937,2003-04-22T00:00:00.000000,40,ROSEMOUNT DR,LOCAL,147,120,DEWBERRY DR,116.738924813008
1493,56110,1056,2020,COLLECTOR,TWOWAY,254,255,TISDALE CRT,2,KIT,25375,58M-190,2001-07-11T00:00:00.000000,40,BRIARMEADOW DR,MINOR,274,263,SANDWELL CRT,81.6502490024829
1494,56115,900,2003,LOCAL STREET,TWOWAY,12,11,KARN ST,2,KIT,8527,REG PLAN 1110,2003-04-22T00:00:00.000000,40,WEICHEL ST,LOCAL,20,19,BELTON DR,106.636774836441
1495,56117,1099,2008,LOCAL STREET,TWOWAY,59,52,WELLINGTON ST N,2,KIT,8836,REG PLAN 376,2003-04-22T00:00:00.000000,40,WATERLOO ST,LOCAL,71,70,LOUISA ST,96.5890580454546
1496,56118,1300,2003,COLLECTOR,TWOWAY,10,9,RIVER RD E,2,KIT,23235,REG PLAN 1197,2003-12-18T00:00:00.000000,40,CONWAY DR,MINOR,14,15,WAYNE DR,107.032690153696
1497,56119,350,2009,LOCAL STREET,TWOWAY,197,200,DERBY LANE,2,KIT,15973,REG PLAN 1678,2003-04-22T00:00:00.000000,40,WESTCHESTER DR,LOCAL,205,200,DENLOW ST,87.969105597156
1498,56121,1787,2022,LOCAL STREET,TWOWAY,27,18,KINGSWAY DR,2,KIT,10002,REG PLAN 254,2002-08-13T00:00:00.000000,40,FIFTH AVE,LOCAL,129,132,CONNAUGHT ST,414.483830170652
1499,56122,3768,2023,COLLECTOR,TWOWAY,301,300,REYBURN AVE,2,KIT,21834,REG PLAN 849,2004-02-09T00:00:00.000000,40,TRAYNOR AVE,MINOR,345,340,VANIER DR,228.23795648974
1500,56124,983,2022,COLLECTOR,TWOWAY,49,48,GREENGABLE WAY,2,KIT,5556,REG PLAN 1688,2003-04-22T00:00:00.000000,40,WESTFOREST TRAIL,MINOR,119,118,GREENGABLE WAY,297.605476410053
1501,56125,1270,1999,COLLECTOR,TWOWAY,11,16,BEECHROYAL PL,2,KIT,5514,REG PLAN 1688,2003-04-22T00:00:00.000000,30,WESTFOREST TRAIL,MINOR,39,36,GREENGABLE WAY,158.118425738328
1502,56126,3967,2008,COLLECTOR,TWOWAY,301,306,GRAYSTONE AVE,2,KIT,6496,REG PLAN 1137,2003-04-22T00:00:00.000000,40,GREENBROOK DR,MINOR,323,318,WARREN RD,90.5340246603197
1503,56127,800,2003,LOCAL STREET,TWOWAY,165,152,RADCLIFFE PL,2,KIT,9558,REG PLAN 1369,2002-08-13T00:00:00.000000,40,RADCLIFFE DR,LOCAL,165,166,DUNSMERE DR,89.5308856136564
1504,56128,175,2003,LOCAL STREET,TWOWAY,10,9,KENSINGTON AVE,2,KIT,9946,REG PLAN 841,2003-12-18T00:00:00.000000,40,PERKELL PL,LOCAL,80,75,CUL DE SAC,216.336829508705
1505,56134,650,2003,LOCAL STREET,TWOWAY,189,186,MEDFORD ST,2,KIT,6097,REG PLAN 1532,2003-04-22T00:00:00.000000,40,LENNOX CRES,LOCAL,215,214,STOKE DR,121.77100362883
1506,56136,500,2005,LOCAL STREET,TWOWAY,205,204,FALCONRIDGE DR,2,KIT,601818,58M-552,2012-11-27T00:00:00.000000,40,FIELD SPARROW CRES,LOCAL,225,220,FALCONRIDGE DR,132.264146823643
1507,56137,200,2003,LOCAL STREET,TWOWAY,10,11,DEVONGLEN DR,2,KIT,9364,REG PLAN 1375,2002-08-13T00:00:00.000000,40,SANDSPRINGS CRES,LOCAL,56,47,SANDSPRINGS CRT,195.047078510618
1508,56142,450,2003,LOCAL STREET,TWOWAY,50,39,CHELSEA RD,2,KIT,10161,REG PLAN 771,2003-12-18T00:00:00.000000,40,SUFFOLK AVE,LOCAL,56,61,BELLEVIEW AVE,93.8180828641307
1509,56143,450,2003,LOCAL STREET,TWOWAY,8,7,SHERWOOD AVE,2,KIT,10163,REG PLAN 771,2003-12-18T00:00:00.000000,40,SUFFOLK AVE,LOCAL,22,33,CHELSEA RD,111.964587354285
1510,56145,450,2003,LOCAL STREET,TWOWAY,10,11,KRUG ST,2,KIT,9917,REG PLAN 841,2003-12-18T00:00:00.000000,40,KENSINGTON AVE,LOCAL,24,31,PERKELL PL,89.9051706925199
1511,56152,2000,2003,LOCAL STREET,TWOWAY,234,227,OBERMEYER DR,2,KIT,23053,REG PLAN 742,2003-04-22T00:00:00.000000,40,FERGUS AVE,LOCAL,254,247,RUTHERFORD DR,88.6436052965088
1512,56153,798,2022,LOCAL STREET,TWOWAY,50,25,SCENIC WOOD CRES,2,KIT,12144,REG PLAN 742,2003-05-30T00:00:00.000000,40,THALER AVE,LOCAL,50,61,BURGETZ AVE,143.383217407525
1513,56155,304,2022,LOCAL STREET,TWOWAY,17,4,BLOOMINGDALE RD,2,KIT,13039,REG PLAN 675,2003-06-25T00:00:00.000000,40,DANIEL AVE,LOCAL,43,42,SCHWEITZER ST,315.925446415648
1514,56156,6000,2009,ARTERIAL,TWOWAY,110,111,MIEHM PL,2,KIT,11153,REG PLAN 417,2003-04-22T00:00:00.000000,40,LANCASTER ST E,MAJOR,110,115,FREDERICK ST,74.9950070534861
1515,56157,1352,2022,COLLECTOR,TOFROM,118,117,WILTON PL,2,KIT,11377,REG PLAN 411,2003-04-22T00:00:00.000000,40,DUKE ST E,MAJOR,138,141,EBY ST N,94.4708645636117
1516,56159,363,2010,COLLECTOR,TWOWAY,152,145,RIVERLINK WAY,2,KIT,540391,REG PLAN 58M-181,2002-06-06T00:00:00.000000,40,HAWKSWOOD DR,MINOR,196,193,EAGLECREST ST,176.494283887409
